mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_hairpin	crescendo_line
9	8	63/2	63/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	248													
9	8	191/6	191/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	249													
9	8	193/6	193/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	250													
10	9	33	33	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	251	Und												
10	9	67/2	67/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	252	wie												
10	9	34	34	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	253	er												
10	9	69/2	69/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	254	klang,								9				
10	9	71/2	71/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	255													
10	9	36	36	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	256	da												
10	9	65/2	65/2	0.0	0	0	Spanner	4/4	2	1	0																
10	9	197/6	197/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	257													
10	9	199/6	199/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	258													
10	9	67/2	67/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	259													
10	9	203/6	203/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	260													
10	9	205/6	205/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	261													
10	9	69/2	69/2	0.0	1/2	1/2	Spanner	4/4	2	1	0															0	
10	9	69/2	69/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	262									10			0	
10	9	71/2	71/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	263									10			0	
10	9	36	36	0.0	7/8	7/8	Spanner	4/4	2	1	0																
10	9	36	36	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	264													
10	9	69/2	69/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	265													
10	9	209/6	209/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	266													
10	9	211/6	211/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	267													
10	9	71/2	71/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	268													
10	9	215/6	215/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	269													
10	9	217/6	217/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	270													
10	9	65/2	65/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	271													
10	9	197/6	197/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	272													
10	9	199/6	199/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	273													
10	9	67/2	67/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	274													
10	9	203/6	203/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	275													
10	9	205/6	205/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	276													
10	9	69/2	69/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	277													
10	9	71/2	71/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	278													
10	9	36	36	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	279													
10	9	69/2	69/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	2	1/12	1/8	2/3	280													
10	9	209/6	209/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	2	1/12	1/8	2/3	281													
10	9	211/6	211/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	2	1/12	1/8	2/3	282													
10	9	71/2	71/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	2	1/12	1/8	2/3	283													
10	9	215/6	215/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	2	1/12	1/8	2/3	284													
10	9	217/6	217/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	2	1/12	1/8	2/3	285													
11	10	73/2	73/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	286	stieg												
11	10	75/2	75/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	287	im												
11	10	77/2	77/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	288	Kreis												
11	10	40	40	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	289	aus												
11	10	73/2	73/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	290													
11	10	75/2	75/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	291													
11	10	77/2	77/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	292													
11	10	40	40	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	293													
11	10	73/2	73/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	294													
11	10	221/6	221/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	295													
11	10	223/6	223/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	296													
11	10	75/2	75/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	297													
11	10	227/6	227/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	298													
11	10	229/6	229/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	299													
11	10	77/2	77/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	300													
11	10	233/6	233/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	301													
11	10	235/6	235/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	302													
11	10	79/2	79/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	303													
11	10	239/6	239/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	304													
11	10	241/6	241/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	305													
11	10	73/2	73/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	306													
11	10	75/2	75/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	307													
11	10	77/2	77/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	308													
11	10	79/2	79/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	309													
11	10	239/6	239/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	310													
11	10	241/6	241/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	311													
11	10	73/2	73/2	0.3333333333333333	0	0	Chord	4/4	3	2	1/12	1/8	2/3	312													
11	10	221/6	221/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	2	1/12	1/8	2/3	313													
11	10	223/6	223/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	2	1/12	1/8	2/3	314													
11	10	75/2	75/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	2	1/12	1/8	2/3	315													
11	10	227/6	227/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	2	1/12	1/8	2/3	316													
11	10	229/6	229/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	2	1/12	1/8	2/3	317													
11	10	77/2	77/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	2	1/12	1/8	2/3	318													
11	10	233/6	233/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	2	1/12	1/8	2/3	319													
11	10	235/6	235/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	2	1/12	1/8	2/3	320													
12	11	81/2	81/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	321	tau-												
12	11	42	42	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	322	-send												
12	11	85/2	85/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	323	Kel-												
12	11	87/2	87/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	324	-chen												
12	11	81/2	81/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	325													
12	11	42	42	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	326													
12	11	85/2	85/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	327													
12	11	87/2	87/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	328													
12	11	81/2	81/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	329													
12	11	245/6	245/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	330													
12	11	247/6	247/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	331													
12	11	83/2	83/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	332													
12	11	251/6	251/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	333													
12	11	253/6	253/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	334													
12	11	85/2	85/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	335													
12	11	257/6	257/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	336													
12	11	259/6	259/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	337													
12	11	87/2	87/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	338													
12	11	263/6	263/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	339													
12	11	265/6	265/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	340													
12	11	81/2	81/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	341													
12	11	245/6	245/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	342													
12	11	247/6	247/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	343													
12	11	83/2	83/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	344													
12	11	251/6	251/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	345													
12	11	253/6	253/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	346													
12	11	85/2	85/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	347													
12	11	257/6	257/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	348													
12	11	259/6	259/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	349													
12	11	87/2	87/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	350													
12	11	263/6	263/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	351													
12	11	265/6	265/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	352													
13	12	89/2	89/2	0.0	0	0	Spanner	4/4	1	1	0													1			
13	12	89/2	89/2	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	353	Duft,									1			
13	12	93/2	93/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																
13	12	93/2	93/2	0.0	1/2	1/2	Spanner	4/4	1	1	0															1	
13	12	95/2	95/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	354	und											1	
13	12	89/2	89/2	0.0	0	0	Spanner	4/4	2	1	0													2			
13	12	89/2	89/2	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	355										2			
13	12	91/2	91/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																
13	12	95/2	95/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	356													
13	12	89/2	89/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	357													
13	12	269/6	269/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	358													
13	12	271/6	271/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	359													
13	12	91/2	91/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	360													
13	12	275/6	275/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	361													
13	12	277/6	277/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	362													
13	12	93/2	93/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	363													
13	12	281/6	281/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	364													
13	12	283/6	283/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	365													
13	12	95/2	95/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	366													
13	12	287/6	287/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	367													
13	12	289/6	289/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	368													
13	12	89/2	89/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	369													
13	12	269/6	269/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	370													
13	12	271/6	271/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	371													
13	12	91/2	91/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	372													
13	12	275/6	275/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	373													
13	12	277/6	277/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	374													
13	12	93/2	93/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	375													
13	12	281/6	281/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	376													
13	12	283/6	283/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	377													
13	12	95/2	95/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	378													
13	12	287/6	287/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	379													
13	12	289/6	289/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	380													
14	13	97/2	97/2	0.0	0	0	Spanner	4/4	1	1	0																
14	13	97/2	97/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	381	al-												
14	13	50	50	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	382	-le												
14	13	101/2	101/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	383	Wi-												
14	13	51	51	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	384	-pfel												
14	13	103/2	103/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	385	rausch-												
14	13	52	52	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	386	-ten												
14	13	97/2	97/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	387													
14	13	50	50	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	388													
14	13	101/2	101/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	389													
14	13	305/6	305/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	390													
14	13	307/6	307/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	391													
14	13	103/2	103/2	0.0	3/4	3/4	Spanner	4/4	2	1	0													3			
14	13	103/2	103/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	392										3			
14	13	311/6	311/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	393										3			
14	13	313/6	313/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	394										3			
14	13	97/2	97/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	395										3			
14	13	293/6	293/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	396										3			
14	13	295/6	295/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	397										3			
14	13	99/2	99/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	398										3			
14	13	299/6	299/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	399										3			
14	13	301/6	301/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	400										3			
14	13	97/2	97/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	401													
14	13	293/6	293/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	402													
14	13	295/6	295/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	403													
14	13	99/2	99/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	404													
14	13	299/6	299/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	405													
14	13	301/6	301/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	406													
14	13	101/2	101/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	407													
14	13	305/6	305/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	408													
14	13	307/6	307/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	409													
14	13	103/2	103/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	410													
14	13	311/6	311/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	411													
14	13	313/6	313/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	412													
15	14	105/2	105/2	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	413	leis',												
15	14	111/2	111/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	414	und												
15	14	105/2	105/2	0.0	0	0	Spanner	4/4	2	1	0																
15	14	105/2	105/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	415													
15	14	317/6	317/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	416													
15	14	319/6	319/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	417													
15	14	107/2	107/2	0.0	1/4	1/4	Spanner	4/4	2	1	0														0		
15	14	107/2	107/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	418											0		
15	14	323/6	323/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	419											0		
15	14	325/6	325/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	420											0		
15	14	109/2	109/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	421											0		
15	14	329/6	329/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	422											0		
15	14	331/6	331/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	423											0		
15	14	111/2	111/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0					pp											
15	14	111/2	111/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																
15	14	111/2	111/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	424													
15	14	335/6	335/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	425													
15	14	337/6	337/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	426													
15	14	105/2	105/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	427													
15	14	317/6	317/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	428													
15	14	319/6	319/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	429													
15	14	107/2	107/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	430													
15	14	323/6	323/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	431													
15	14	325/6	325/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	432													
15	14	109/2	109/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	433													
15	14	329/6	329/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	434													
15	14	331/6	331/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	435													
15	14	111/2	111/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	436													
15	14	335/6	335/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	437													
15	14	337/6	337/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	438													
16	15	113/2	113/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	439	lei-												
16	15	58	58	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	440	-ser												
16	15	117/2	117/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	441	ging												
16	15	119/2	119/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	442	die												
16	15	113/2	113/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	443													
16	15	341/6	341/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	444													
16	15	343/6	343/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	445													
16	15	115/2	115/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	446													
16	15	347/6	347/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	447													
16	15	349/6	349/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	448													
16	15	117/2	117/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	449													
16	15	353/6	353/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	450													
16	15	355/6	355/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	451													
16	15	119/2	119/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	452													
16	15	359/6	359/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	453													
16	15	361/6	361/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	454													
16	15	113/2	113/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	455													
16	15	341/6	341/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	456													
16	15	343/6	343/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	457													
16	15	115/2	115/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	458													
16	15	347/6	347/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	459													
16	15	349/6	349/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	460													
16	15	117/2	117/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	461													
16	15	353/6	353/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	462													
16	15	355/6	355/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	463													
16	15	119/2	119/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	464													
16	15	359/6	359/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	465													
16	15	361/6	361/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	466													
17	16	121/2	121/2	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	467	Luft;												
17	16	121/2	121/2	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	468													
17	16	127/2	127/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	469													
17	16	121/2	121/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	470													
17	16	365/6	365/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	471													
17	16	367/6	367/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	472													
17	16	123/2	123/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	473													
17	16	371/6	371/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	474													
17	16	373/6	373/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	475													
17	16	125/2	125/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	476													
17	16	377/6	377/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	477													
17	16	379/6	379/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	478													
17	16	127/2	127/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	479													
17	16	383/6	383/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	480													
17	16	385/6	385/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	481													
17	16	121/2	121/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	482													
17	16	365/6	365/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	483													
17	16	367/6	367/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	484													
17	16	123/2	123/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	485													
17	16	371/6	371/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	486													
17	16	373/6	373/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	487													
17	16	125/2	125/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	488													
17	16	377/6	377/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	489													
17	16	379/6	379/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	490													
