mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_hairpin	crescendo_line
17	16	127/2	127/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	491													
17	16	383/6	383/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	492													
17	16	385/6	385/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	493													
18	17	129/2	129/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	494													
18	17	66	66	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	495													
18	17	133/2	133/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	496													
18	17	135/2	135/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	497													
18	17	129/2	129/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	498													
18	17	389/6	389/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	499													
18	17	391/6	391/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	500													
18	17	131/2	131/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	501													
18	17	395/6	395/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	502													
18	17	397/6	397/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	503													
18	17	133/2	133/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	504													
18	17	401/6	401/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	505													
18	17	403/6	403/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	506													
18	17	135/2	135/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	507													
18	17	407/6	407/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	508													
18	17	409/6	409/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	509													
18	17	129/2	129/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	510													
18	17	389/6	389/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	511													
18	17	391/6	391/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	512													
18	17	131/2	131/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	513													
18	17	395/6	395/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	514													
18	17	397/6	397/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	515													
18	17	133/2	133/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	516													
18	17	401/6	401/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	517													
18	17	403/6	403/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	518													
18	17	135/2	135/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	519													
18	17	407/6	407/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	520													
18	17	409/6	409/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	521													
19	18	143/2	143/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	522	die												
19	18	137/2	137/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	523									11				
19	18	139/2	139/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	524									11				
19	18	141/2	141/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	525									11				
19	18	143/2	143/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	526													
19	18	137/2	137/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	527													
19	18	413/6	413/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	528													
19	18	415/6	415/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	529													
19	18	139/2	139/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	530													
19	18	419/6	419/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	531													
19	18	421/6	421/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	532													
19	18	141/2	141/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	533													
19	18	425/6	425/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	534													
19	18	427/6	427/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	535													
19	18	143/2	143/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	536													
19	18	431/6	431/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	537													
19	18	433/6	433/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	538													
19	18	139/2	139/2	2.0	1/4	1/4	Chord	4/4	2	3	1/2	1/2	1	539													
19	18	137/2	137/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	540													
19	18	413/6	413/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	541													
19	18	415/6	415/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	542													
19	18	139/2	139/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	543													
19	18	419/6	419/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	544													
19	18	421/6	421/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	545													
19	18	141/2	141/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	546													
19	18	425/6	425/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	547													
19	18	427/6	427/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	548													
19	18	143/2	143/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	549													
19	18	431/6	431/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	550													
19	18	433/6	433/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	551													
20	19	145/2	145/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	552	Bä-												
20	19	74	74	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	553	-che												
20	19	149/2	149/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	554	schwie-								12				
20	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	555													
20	19	76	76	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	556	-gen,												
20	19	437/6	437/6	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6	1/4	2/3	557													
20	19	147/2	147/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	558													
20	19	74	74	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	559													
20	19	149/2	149/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	560													
20	19	151/2	151/2	0.0	3/4	3/4	Spanner	4/4	2	1	0															2	
20	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	561												2	
20	19	76	76	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	562												2	
20	19	437/6	437/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	563												2	
20	19	439/6	439/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	564												2	
20	19	147/2	147/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	565												2	
20	19	443/6	443/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	566												2	
20	19	445/6	445/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	567												2	
20	19	149/2	149/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	568												2	
20	19	449/6	449/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	569												2	
20	19	451/6	451/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	570												2	
20	19	151/2	151/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	571												2	
20	19	455/6	455/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	572												2	
20	19	457/6	457/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	573												2	
20	19	145/2	145/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	574													
20	19	437/6	437/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	575													
20	19	439/6	439/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	576													
20	19	147/2	147/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	577													
20	19	443/6	443/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	578													
20	19	445/6	445/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	579													
20	19	149/2	149/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	580													
20	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	581													
20	19	76	76	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	582													
20	19	149/2	149/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	2	1/12	1/8	2/3	583													
20	19	449/6	449/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	2	1/12	1/8	2/3	584													
20	19	451/6	451/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	2	1/12	1/8	2/3	585													
20	19	151/2	151/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	2	1/12	1/8	2/3	586													
20	19	455/6	455/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	2	1/12	1/8	2/3	587													
20	19	457/6	457/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	2	1/12	1/8	2/3	588													
21	20	153/2	153/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	589	die												
21	20	155/2	155/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	590	noch												
21	20	157/2	157/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	591	kaum												
21	20	80	80	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	592	ge-												
21	20	153/2	153/2	0.0	0	0	Spanner	4/4	2	1	0																
21	20	153/2	153/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	593													
21	20	155/2	155/2	0.0	1/4	1/4	Spanner	4/4	2	1	0													4			
21	20	155/2	155/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	594										4			
21	20	157/2	157/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	595										4			
21	20	475/6	475/6	0.0	2/3	2/3	Spanner	4/4	2	1	0																
21	20	80	80	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	596													
21	20	153/2	153/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	597													
21	20	461/6	461/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	598													
21	20	463/6	463/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	599													
21	20	155/2	155/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	600													
21	20	467/6	467/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	601													
21	20	469/6	469/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	602													
21	20	157/2	157/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	603													
21	20	473/6	473/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	604													
21	20	475/6	475/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	605													
21	20	159/2	159/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	606													
21	20	479/6	479/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	607													
21	20	481/6	481/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	608													
21	20	153/2	153/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	609													
21	20	155/2	155/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	610													
21	20	157/2	157/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	611													
21	20	159/2	159/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	612													
21	20	479/6	479/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	613													
21	20	481/6	481/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	614													
21	20	153/2	153/2	0.3333333333333333	0	0	Chord	4/4	3	2	1/12	1/8	2/3	615													
21	20	461/6	461/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	2	1/12	1/8	2/3	616													
21	20	463/6	463/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	2	1/12	1/8	2/3	617													
21	20	155/2	155/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	2	1/12	1/8	2/3	618													
21	20	467/6	467/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	2	1/12	1/8	2/3	619													
21	20	469/6	469/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	2	1/12	1/8	2/3	620													
21	20	157/2	157/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	2	1/12	1/8	2/3	621													
21	20	473/6	473/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	2	1/12	1/8	2/3	622													
21	20	475/6	475/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	2	1/12	1/8	2/3	623													
22	21	161/2	161/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	624	-plät-												
22	21	82	82	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	625	-schert												
22	21	165/2	165/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	626	 von												
22	21	167/2	167/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	627	den												
22	21	161/2	161/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	628													
22	21	82	82	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	629													
22	21	165/2	165/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	630													
22	21	167/2	167/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	631													
22	21	161/2	161/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	632													
22	21	485/6	485/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	633													
22	21	487/6	487/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	634													
22	21	163/2	163/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	635													
22	21	491/6	491/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	636													
22	21	493/6	493/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	637													
22	21	165/2	165/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	638													
22	21	497/6	497/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	639													
22	21	499/6	499/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	640													
22	21	167/2	167/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	641													
22	21	503/6	503/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	642													
22	21	505/6	505/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	643													
22	21	161/2	161/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	644													
22	21	485/6	485/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	645													
22	21	487/6	487/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	646													
22	21	163/2	163/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	647													
22	21	491/6	491/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	648													
22	21	493/6	493/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	649													
22	21	165/2	165/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	650													
22	21	497/6	497/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	651													
22	21	499/6	499/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	652													
22	21	167/2	167/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	653													
22	21	503/6	503/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	654													
22	21	505/6	505/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	655													
23	22	169/2	169/2	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	656	Höh'n,												
23	22	175/2	175/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	657	die												
23	22	169/2	169/2	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	658													
23	22	175/2	175/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0					p											
23	22	175/2	175/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	659													
23	22	169/2	169/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	660													
23	22	509/6	509/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	661													
23	22	511/6	511/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	662													
23	22	171/2	171/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	663													
23	22	515/6	515/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	664													
23	22	517/6	517/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	665													
23	22	173/2	173/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	666													
23	22	521/6	521/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	667													
23	22	523/6	523/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	668													
23	22	175/2	175/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	669													
23	22	527/6	527/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	670													
23	22	529/6	529/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	671													
23	22	169/2	169/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	672													
23	22	509/6	509/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	673													
23	22	511/6	511/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	674													
23	22	171/2	171/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	675													
23	22	515/6	515/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	676													
23	22	517/6	517/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	677													
23	22	173/2	173/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	678													
23	22	521/6	521/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	679													
23	22	523/6	523/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	680													
23	22	175/2	175/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	681													
23	22	527/6	527/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	682													
23	22	529/6	529/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	683													
24	23	177/2	177/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	684	Reh-												
24	23	90	90	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	685	-lein												
24	23	181/2	181/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	686	stan-												
24	23	183/2	183/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	687	-den												
24	23	533/6	533/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	688													
24	23	535/6	535/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	689													
24	23	179/2	179/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	690													
24	23	539/6	539/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	691													
24	23	541/6	541/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	692													
24	23	181/2	181/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	693									13				
24	23	183/2	183/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	694													
24	23	181/2	181/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	695													
24	23	545/6	545/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	696													
24	23	547/6	547/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	697													
24	23	183/2	183/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	698													
24	23	551/6	551/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	699													
24	23	553/6	553/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	700													
24	23	177/2	177/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	701													
24	23	533/6	533/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	702													
24	23	535/6	535/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	703													
24	23	179/2	179/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	704													
24	23	539/6	539/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	705													
24	23	541/6	541/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	706													
24	23	181/2	181/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	707													
24	23	545/6	545/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	708													
24	23	547/6	547/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	709													
24	23	183/2	183/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	710													
24	23	551/6	551/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	711													
24	23	553/6	553/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	712													
25	24	185/2	185/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	713	wie												
25	24	187/2	187/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	714	im												
25	24	189/2	189/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	715	Traum												
25	24	191/2	191/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	716	und												
25	24	185/2	185/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	717									14				
25	24	187/2	187/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	718									14				
25	24	189/2	189/2	0.0	1/2	1/2	Spanner	4/4	2	1	0												14				0
25	24	189/2	189/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	719									14				0
25	24	191/2	191/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	720													0
25	24	185/2	185/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	721													0
25	24	557/6	557/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	722													0
25	24	559/6	559/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	723													0
25	24	187/2	187/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	724													0
25	24	563/6	563/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	725													0
25	24	565/6	565/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	726													0
25	24	189/2	189/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	727													0
25	24	569/6	569/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	728													0
25	24	571/6	571/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	729													0
25	24	191/2	191/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	730													0
25	24	575/6	575/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	731													0
25	24	577/6	577/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	732													0
25	24	185/2	185/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	733													
25	24	557/6	557/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	734													
25	24	559/6	559/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	735													
25	24	187/2	187/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	736													
25	24	563/6	563/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	737													
25	24	565/6	565/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	738													
25	24	189/2	189/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	739													
25	24	569/6	569/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	740													
