mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
34	34	503/5	503/5	0.2	2/5	2/5	Chord	3/4	2	1	1/20	1/16	4/5	544										16, 17		
34	34	504/5	504/5	0.0	9/20	9/20	StaffText	3/4	2	1	0							ritardando						16		
34	34	504/5	504/5	0.2	9/20	9/20	Chord	3/4	2	1	1/20	1/16	4/5	545										16		
34	34	101	101	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	546										16		
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	547										16		
34	34	100	100	0.0	1/4	1/4	Spanner	3/4	2	2	0															7
34	34	100	100	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	548												7
34	34	101	101	0.0	1/2	1/2	Spanner	3/4	2	2	0															
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	549												
34	34	99	99	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	550												
34	34	100	100	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	551												
34	34	101	101	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	552												
35	35	102	102	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	553										16		
35	35	205/2	205/2	0.0	1/8	1/8	Spanner	3/4	2	1	0													16	11	
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	554										16	11	
35	35	103	103	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	555										16	11	
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	556										16	11	
35	35	104	104	0.0	1/2	1/2	Spanner	3/4	2	1	0													16		
35	35	104	104	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	557										16, 18		
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	558												
35	35	102	102	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	559												
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	560												
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	561												
35	35	102	102	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	562												
35	35	103	103	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	563												
35	35	104	104	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	564												
36	36	105	105	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	565										19		
36	36	105	105	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	566										20		
36	36	105	105	3.0	0	0	Chord	3/4	3	2	3/4	1/2	3/2	567												
37	37	108	108	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	568												
37	37	108	108	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	569												
37	37	108	108	3.0	0	0	Chord	3/4	3	2	3/4	1/2	3/2	570												
