mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_hairpin	crescendo_line
39	38	889/6	913/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	752											88			
39	38	445/3	457/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	753											88			
39	38	297/2	305/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	754											88			
39	38	446/3	458/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	755											88			
39	38	893/6	917/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	756														
39	38	149	153	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	757											89			
39	38	895/6	919/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	758											89			
39	38	448/3	460/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	759											89			
39	38	299/2	307/2	0.125		3/8	3/8	Chord	4/4	3	1	1/32		1/32	1	760											89			
39	38	1197/8	1229/8	0.125		13/32	13/32	Chord	4/4	3	1	1/32		1/32	1	761											89			
39	38	599/4	615/4	0.125		7/16	7/16	Chord	4/4	3	1	1/32		1/32	1	762											89			
39	38	1199/8	1231/8	0.125		15/32	15/32	Chord	4/4	3	1	1/32		1/32	1	763														
39	38	150	154	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	764														
