mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	TextLine_rit.	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
37	37	109	109	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	548															
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	549															
37	37	110	110	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	550															
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	551															
37	37	108	108	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	552									65						
37	37	325/3	325/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	553									65						
37	37	326/3	326/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	554															
37	37	109	109	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	555															
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	556															
37	37	110	110	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	557															
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	558															
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	559	du														
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	560	das														
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	561	Lied														
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	562	ver-														
38	38	111	111	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	563															
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	564															
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	565															
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	566															
38	38	112	112	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	567															
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	568															
38	38	113	113	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	569															
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	570															
38	38	111	111	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	571															
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	572															
38	38	112	112	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	573															
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	574															
38	38	113	113	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	575															
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	576															
39	39	114	114	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	577	-stehn?														
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	578															
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	579	o														
39	39	343/3	343/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	580									66						
39	39	344/3	344/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	581															
39	39	115	115	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	582															
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	583															
39	39	116	116	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	584															
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	585															
39	39	114	114	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	586															
39	39	343/3	343/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	587															
39	39	344/3	344/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	588															
39	39	115	115	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	589															
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	590															
39	39	116	116	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	591															
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	592															
40	40	117	117	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	593	Blu-														
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	594	-me,														
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	595	weis-														
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	596	-se														
40	40	352/3	352/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	597									67						
40	40	353/3	353/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	598															
40	40	118	118	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	599															
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	600															
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	601															
40	40	117	117	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	602									68						
40	40	352/3	352/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	603									68						
40	40	353/3	353/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	604															
40	40	118	118	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	605															
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	606															
40	40	119	119	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	607															
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	608															
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	609	Blu-														
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	610	-me,														
41	41	245/2	245/2	0.0	5/8	5/8	StaffText	3/4	1	1	0							rit.												
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	611	kannst														
41	41	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	612									69						
41	41	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	613															
41	41	121	121	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	614															
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	615															
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	616															
41	41	120	120	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	617									70						
41	41	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	618									70						
41	41	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	619															
41	41	121	121	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	620															
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	621															
41	41	122	122	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	622															
41	41	245/2	245/2	0.0	5/8	5/8	Spanner	3/4	3	1	0														0	0				
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	623										0	0				
42	42	123	123	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	624	du														
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	625	das														
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	626	Lied														
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	627	ver-														
42	42	370/3	370/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	628									71						
42	42	371/3	371/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	629															
42	42	124	124	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	630															
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	631															
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	632															
42	42	123	123	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	633										0	0				
42	42	370/3	370/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	634										0	0				
42	42	371/3	371/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	635										0	0				
42	42	124	124	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	636										0	0				
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	637										0	0				
42	42	125	125	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	638										0	0				
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	639										0	0				
43	43	126	126	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	640	-stehn?														
43	43	379/3	379/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	641									72						
43	43	380/3	380/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	642															
43	43	127	127	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	643															
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	644															
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	645															
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	646															
43	43	126	126	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	647									73	0	0				
43	43	379/3	379/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	648									73	0	0				
43	43	380/3	380/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	649										0	0				
43	43	127	127	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	650										0	0				
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	651										0	0				
43	43	128	128	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	652										0	0				
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	653										0	0				
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	654															
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	655															
44	44	130	130	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	656															
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	657															
44	44	131	131	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	658															
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	659															
44	44	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	2	1/12		1/8	2/3	660									74						
44	44	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	2	1/12		1/8	2/3	661															
44	44	130	130	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	662															
44	44	129	129	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	663									75	0	0				
44	44	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	664									75	0	0				
44	44	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	665										0	0				
44	44	130	130	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	666										0	0				
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	667										0	0				
44	44	131	131	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	668										0	0				
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	669										0	0				
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	670															
45	45	133	133	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	671															
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	672															
45	45	134	134	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	673															
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	674															
45	45	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	2	1/12		1/8	2/3	675									76						
45	45	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	2	1/12		1/8	2/3	676															
45	45	133	133	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	677															
45	45	132	132	0.3333333333333333	0	0	Chord	3/4	3	1	1/12		1/8	2/3	678									77	0	0				
45	45	397/3	397/3	0.0	1/12	1/12	Spanner	3/4	3	1	0													77						
45	45	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	679									77						
45	45	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	680															
45	45	133	133	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	681															
45	45	134	134	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	682															
46	46	135	135	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	683									78						
46	46	135	135	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	684															
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	685															
46	46	135	135	0.0	0	0	Dynamic	3/4	3	1	0						pp													
46	46	135	135	0.0	0	0	Spanner	3/4	3	1	0																1	1		
46	46	135	135	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	686												1	1		
47	47	138	138	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	687															
47	47	138	138	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	688															
47	47	138	138	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	689												1	1		
47	47	141	141	0.0	3/4	3/4	Spanner	3/4	3	1	0																			
